Los mejores modelos
x,y son las coordenas del pixel analizado en el archivo 'hmi.m_45s.magnetogram.subregion_x1y1.fits'
El mejor modelo se lista el nombre del modelo con mejor likelihood
La cantidad de parametros depende del modelo, en el caso lineal se obtienen 2 parametros, en el gaussiano 4 parametros y en el modelo 'paso' 5 parametros
x,y,Mejor Modelo,Parametros
1.0000000,2.0000000,Modelo_Paso,195.9221868,-0.1970943,-115.2896330,-0.0031833,313.7674250
3.0000000,3.0000000,Modelo_Paso,51.1708552,-0.0757492,-8.0314460,-0.0080937,202.7268680
5.0000000,4.0000000,Modelo_Paso,95.5153811,-0.0729043,-37.9751079,0.0059246,151.6022302
7.0000000,5.0000000,Modelo_Paso,382.7351352,-0.6491972,-185.0616352,-0.0049613,288.5504148
9.0000000,6.0000000,Modelo_Paso,-5.3673109,0.0337163,37.6211551,-0.0266146,158.9804340
11.0000000,7.0000000,Modelo_Paso,39.1342535,0.0072056,-18.5703189,0.0074744,146.7266759
13.0000000,8.0000000,Modelo_Paso,11.1583286,-0.2610706,81.5260540,0.0075114,287.6423155
15.0000000,9.0000000,Modelo_Paso,-113.3881348,0.3103226,69.2727240,-0.0117948,235.8362232
17.0000000,10.0000000,Modelo_Paso,5.3701424,0.3326082,-51.0991628,0.0380452,244.0214488
19.0000000,11.0000000,Modelo_Paso,66.5368376,-0.0388528,-15.8388166,0.0106458,177.9038455
